CPU,RAM
15.6,68.6
74.7,69.0
33.1,68.7
26.4,68.9
25.6,68.9
29.5,68.9
28.1,69.0
27.6,69.1
23.1,69.2
29.8,69.1
24.6,69.2
23.7,69.1
15.5,69.1
29.6,68.9
17.1,69.0
27.2,68.9
19.7,69.0
30.5,69.2
37.6,69.0
17.3,68.9
35.0,68.9
25.3,68.9
26.2,68.8
26.3,68.6
23.7,68.5
20.1,68.6
15.1,68.8
14.4,68.6
15.1,68.3
