CPU,RAM
16.3,63.5
90.6,65.4
85.0,65.9
8.4,65.9
50.2,66.3
38.2,65.6
45.7,64.7
51.0,64.8
39.1,64.7
45.1,65.0
41.1,64.7
46.4,64.9
50.4,65.0
41.4,65.1
45.6,64.9
56.9,64.9
58.6,65.0
67.1,65.0
45.2,65.0
50.8,64.9
36.8,64.9
26.2,64.5
24.0,64.7
