CPU,RAM
34.0,65.7
61.4,66.1
42.9,66.0
22.1,66.1
40.7,66.0
28.7,65.3
39.4,65.5
36.8,65.7
52.2,65.4
28.6,65.5
36.5,65.5
27.3,65.5
39.4,65.6
25.8,65.7
35.8,65.4
41.4,65.3
20.1,64.9
21.2,64.6
16.8,64.4
11.5,64.4
19.4,64.7
18.2,64.4
18.0,64.6
23.1,64.5
16.4,64.5
17.5,64.5
18.7,64.5
16.3,64.6
13.6,64.5
21.3,64.6
21.3,64.6
15.1,64.5
19.0,64.5
22.3,64.1
10.9,64.3
20.7,64.2
21.8,63.9
15.1,63.8
15.0,63.8
6.1,63.4
7.0,63.3
4.5,63.3
