CPU,RAM
11.7,67.1
91.3,67.0
87.2,66.7
20.4,66.4
69.9,66.0
31.4,66.0
57.1,66.1
43.7,66.1
47.3,66.0
40.7,66.1
51.1,65.9
50.5,66.0
41.4,65.7
50.6,65.8
52.6,65.7
40.6,65.8
46.1,65.7
31.7,65.9
26.4,65.9
18.7,65.5
6.1,65.5
